OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,Source
1054,1199334.826849181,877887.4395720306,150.0613754934075,Sign Face,"NO
8-10 AM
3-7 PM
2 HR
10 AM-3 PM
7 AM-6 PM",R7-200,1.306251755307118,1.967455825706323,,-171.93594877091505,-122.29206659353584,47.7267542276828,False,-1,Before_Sign_Face
1057,1197496.033505675,872735.5380176686,101.1867033062381,Sign Face,"PUSH BUTTON
WAIT FOR
WALK SIGNAL",R10-3e,1.483140798086922,1.481607174426317,,59.38283990485375,-122.29905748629584,47.71252138311812,False,-1,Before_Sign_Face
1076,1184535.330503966,900473.1840383799,307.7604197782281,Sign Face,5,R2-1,0.9927473995089532,0.5366965621834,,-171.05756764671747,-122.35433042449232,47.7877082240611,False,-1,Before_Sign_Face
1077,1184536.073817768,900482.8294961435,306.4742385953668,Sign Face,"Private Drive
FOR NOT
SOLICITING",R7-8,1.443377950290839,1.202665034681559,,19.435097057026685,-122.35432832430288,47.78773470266184,False,-1,Before_Sign_Face
1081,1179334.408685932,903505.9884542734,200.3002372640374,Sign Face,"PRIVATE PROPERTY
NO TRESPASSING",R5-11,1.164381251285474,0.8782984972000123,,-1.6395233988735065,-122.37577093355844,47.79568169688054,False,-1,Before_Sign_Face
1084,1179326.023978087,903506.1550590912,200.3127025884393,Sign Face,,R10-3e,0.5492236813033621,0.7909234057615202,,-178.34135742300435,-122.37580504741192,47.79568160691587,False,-1,Before_Sign_Face
1118,1195726.448444233,866824.7691403086,149.3841053829593,Sign Face,To Trail,D11-1,5.17234814375639,1.139514352728923,,87.90045036889373,-122.3056931720551,47.69621276264866,False,-1,Before_Sign_Face
1119,1195726.233780334,866825.2577409759,148.5216701374454,Sign Face,To Trail,D11-1c,3.282259696225326,0.5729874170323214,,87.57096361613345,-122.30569408881796,47.69621408813845,False,-1,Before_Sign_Face
1122,1221811.182036457,889331.4771922572,-31.75027520577086,Sign Face,,D1-1,0.4145370577027401,0.6429708641643326,,90.00000201522988,-122.20177973447451,47.75947954431846,False,-1,Before_Sign_Face
1124,1219244.456200072,887310.8690825033,-15.8454888647792,Sign Face,,M1-4,2.184007397641738,3.218359068880479,,-22.23808809147549,-122.2120328491455,47.75379006384541,False,-1,Before_Sign_Face
1125,1199694.577913634,882069.7635641367,135.9940942058963,Sign Face,US,M1-4,9.654004207849503,3.926632723609607,,-149.58774257561143,-122.29099123170194,47.73823767447548,False,-1,Before_Sign_Face
1132,1199132.554182759,877108.749479664,161.539511282643,Sign Face,ACEITUNO'S MEXICAN FOOD,D1-1,8.051294052402179,8.358217466274898,,-170.00829852247944,-122.29281622489874,47.724607735077086,False,-1,Before_Sign_Face
1161,1193991.406648986,896505.7474207447,235.0710331751906,Sign Face,DO NOT ENTER,R5-1,4.179600744247437,4.390150210857392,,-95.47708096604596,-122.31550949899624,47.77743937089314,False,-1,Before_Sign_Face
1181,1200406.489911519,883240.6181688324,110.1153548552595,Sign Face,"RIGHT LANE
[bus symbol]
ONLY",R3-11b,5.094223975837231,6.241946270664534,,-147.38422192148312,-122.28820703157342,47.74149049106599,False,-1,Before_Sign_Face
1184,1200249.21976951,883026.0247557464,119.3518974139296,Sign Face,NORTH,D1-1,0.3628717356547714,0.8842410566657782,,93.84612370326698,-122.28882618539396,47.74089265724211,False,-1,Before_Sign_Face
1185,1200248.703935363,883025.0035002532,119.5320939407749,Sign Face,BOTHELL WAY NE,D3-1,3.276170178751151,1.631604074984789,,119.07935018691836,-122.2888281868998,47.74088982658664,False,-1,Before_Sign_Face
1197,1200013.390650044,882588.8801465748,116.4638594685001,Sign Face,522 BOTHELL WAY NE,D3-1,7.755255895455679,1.733379780153434,,122.8573826716262,-122.28974395495386,47.73968006761171,False,-1,Before_Sign_Face
1198,1200012.956516336,882588.2393588144,115.9028572934869,Sign Face,BOTHELL WAY NE,D3-1,7.72048971772194,1.816491329371929,,122.18392069877306,-122.2897456595361,47.73967828463282,False,-1,Before_Sign_Face
1199,1200012.488741271,882587.5649296966,116.1714499912662,Sign Face,522 BOTHELL WAY NE,D3-1,7.287524634202322,1.910243107726177,,-57.70189444227652,-122.28974749768398,47.739676407372826,False,-1,Before_Sign_Face
1200,1200013.148752664,882588.5285142914,116.2986563740177,Sign Face,BOTHELL WAY NE,D3-1,7.712662908236187,1.601255632936955,,122.64923414443928,-122.28974490523848,47.73967908897403,False,-1,Before_Sign_Face
1234,1192080.920368875,861470.6237549733,184.9527196019891,Sign Face,ADOPT A HIGHWAY,M1-102,4.112762325604757,4.623925887147586,,-146.22136943184188,-122.31998928372684,47.68131061406604,False,-1,Before_Sign_Face
1243,1206608.442359028,889191.1756608215,-8.626293544570334,Sign Face,"RIGHT LANE
TRANSIT
ONLY
EXCEPT RIGHT TURNS",R3-11bP,3.078748178680738,4.051350108981133,,96.02231972952455,-122.26355127715397,47.75817976379856,False,-1,Before_Sign_Face
1271,1181421.822874572,901640.8290973804,246.8588747050368,Sign Face,104,M1-5,2.285168284475803,2.155623871187369,,126.59421261452454,-122.36710253338674,47.790706522378535,False,-1,Before_Sign_Face
1290,1191627.079233621,861552.4843913665,162.1739287116133,Sign Face,6th Ave NE,D3-1,3.356010910073917,0.8975856847067675,,87.77216109420395,-122.32183864097466,47.68150622851008,False,-1,Before_Sign_Face
1304,1209723.310861429,889275.548135174,-33.00578613983441,Sign Face,HITCHES,D1-1,1.870897276500861,2.747272510876258,,-169.63554192050697,-122.25090025589,47.758601166547,False,-1,Before_Sign_Face
1309,1200758.059718241,883711.3012088918,82.68421954731176,Sign Face,SHERIDAN SHORES,D3-1,2.810731970866521,1.657742654085159,,21.559914462933385,-122.28682206156437,47.74280216139496,False,-1,Before_Sign_Face
1315,1177783.929785379,909631.0047193288,-53.18904450515879,Sign Face,Edmonds,D3-1,6.559535531103612,1.442894347955783,,-41.824382021084034,-122.3826708241368,47.81236409282816,False,-1,Before_Sign_Face
1322,1177713.555269591,908698.9228528736,-57.52785190959745,Sign Face,"CROSSWALK
LOCATION WITH
TRAFFIC SIGNALS
PUSH BUTTON
FOR WALK SIGNAL",R10-19,1.921597691625357,1.803991587658723,,-86.52771204690164,-122.382866575105,47.80980543112091,False,-1,Before_Sign_Face
1327,1221845.547083556,889306.8501667165,-35.2768700440722,Sign Face,Permit Parking Mon-Fri 6AM-6PM Unauthorized Vehicles Towed Away at Owner's Expense Tow-Away Zone,R7-201a,1.137236748039723,2.227297335416079,,-124.85562284775526,-122.20163791217902,47.75941408883447,False,-1,Before_Sign_Face
1335,1220090.612833271,889134.6387564738,-38.18359658956501,Sign Face,DETOUR,W20-2,2.569833084444205,1.678135302166144,,-88.64254349669758,-122.20875494170798,47.75883818011887,False,-1,Before_Sign_Face
1339,1196069.060038065,894748.8063032927,202.4564630470676,Sign Face,NO PARKING ANY TIME,R7-2,0.4939303639779489,1.586364279190699,,-22.91956983250058,-122.30689947049989,47.77275562201772,False,-1,Before_Sign_Face
1346,1219890.631383585,889076.6592786803,-33.58961845656209,Sign Face,"Push Button
Wait For Walk Signal",R10-3e,0.8225494927167893,1.041676300863425,,158.61109880377504,-122.20956256559144,47.75866741745735,False,-1,Before_Sign_Face
1366,1220997.757843291,889347.5102526997,-25.2521311626829,Sign Face,STOP,R1-1,2.03236452827851,7.34125005722046,,-81.49393648708337,-122.20508697194748,47.75947533377031,False,-1,Before_Sign_Face
1383,1197136.466667703,871894.7123381438,100.077276919087,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.4442994765813152,0.7704846560830872,,166.71415084935938,-122.30043952649096,47.71019471558527,False,-1,Before_Sign_Face
1387,1218874.060048949,886090.5095182688,6.490380952557203,Sign Face,,W1-8R,2.580465491463741,3.202632313122352,,-91.7754642553469,-122.21343026477848,47.75042376246163,False,-1,Before_Sign_Face
1390,1209517.680467142,889142.6228217839,-29.50979076017909,Sign Face,"TRAILER SALES
BOAT/RV
storage
425-486-2754",D1-1,8.10744667808215,4.150070691108704,,150.8684049832567,-122.25172393255342,47.75822439137991,False,-1,Before_Sign_Face
1406,1192145.293907287,861537.3297608327,191.228384669026,Sign Face,,M1-4,0.3318492471861343,0.7920090666040779,,169.78772091756787,-122.31973430247535,47.68149748641457,False,-1,Before_Sign_Face
1480,1184882.288240783,899479.9125476979,315.9128170293573,Sign Face,,R2-1,0.4199081626906991,1.888744607965152,,-14.23919858798151,-122.35282478065513,47.78500878206406,False,-1,Before_Sign_Face
1527,1196590.533117492,868619.5259469493,80.90381828884313,Sign Face,Late,M4-3,0.806994921291868,0.414206279963255,,-154.31148542018795,-122.30235222019022,47.70118526938729,False,-1,Before_Sign_Face
1540,1189766.029729227,896634.0251205332,236.5691749344273,Sign Face,YIELD,R1-2,1.222106122324864,8.008057305018108,,63.91783062364745,-122.3326991052562,47.777523070164726,False,-1,Before_Sign_Face
1541,1189765.561954162,896633.4940676767,235.6797064552707,Sign Face,,M1-4,0.8493319297581912,7.954638508955639,,-85.15017342915993,-122.332700956741,47.77752158515548,False,-1,Before_Sign_Face
1563,1205381.891283182,889053.7434568292,1.27967197756,Sign Face,CLEARANCE,W12-2P,2.944604556610187,2.18399116675059,,163.28957188468297,-122.26852335563687,47.75772788472336,False,-1,Before_Sign_Face
1571,1185079.663686746,898836.2973112884,324.02754296879,Sign Face,238 ST SW,D3-1,4.044247627456984,1.786518153349559,,142.92087602148985,-122.35196082480051,47.78325783228523,False,-1,Before_Sign_Face
1605,1199568.329909077,891039.2915651336,54.20818718214857,Sign Face,25,R2-1,1.275069866776467,0.974842868819833,,69.32553362521246,-122.29233221643754,47.76280926740732,False,-1,Before_Sign_Face
1622,1199398.51154075,880585.9994802744,162.1300747992598,Sign Face,,D1-1,1.353823128392299,0.9493740584204596,,-178.4731183561445,-122.29205699346362,47.73415321169345,False,-1,Before_Sign_Face
1662,1195792.14520937,865975.1566586192,185.4574400864048,Sign Face,Lake City Wy NE,D3-1,4.182969729701679,0.9185821023831766,,85.76280722883303,-122.30534755096642,47.69388860878407,False,-1,Before_Sign_Face
1682,1194308.910576395,863971.4021180104,292.1899530309442,Sign Face,16th Ave NE,D3-1,3.186358400334915,0.9832108709712823,,-94.94982169366826,-122.31118115624716,47.68830431936392,False,-1,Before_Sign_Face
1683,1212040.171122456,888653.7622474462,-27.34089314887894,Sign Face,,D3-1,0.3880206459450226,0.5826210864757498,,56.86174697540595,-122.24142878068729,47.75703783022233,False,-1,Before_Sign_Face
1684,1208129.148658263,889294.959799145,-9.184281075993905,Sign Face,,R2-1,2.069317574153344,0.8526240629206102,,-155.78459629486306,-122.25738063034083,47.75855719293352,False,-1,Before_Sign_Face
1696,1197132.6764081,871995.8494723398,105.0469864934686,Sign Face,Lake City Wy NE,D3-1,0.8670650583257279,1.100075144991279,,89.99999940568391,-122.3004642907565,47.710471632586,False,-1,Before_Sign_Face
1697,1219936.629932474,889064.7606509541,-30.35454352532797,Sign Face,,R2-1,3.082625601689021,1.722846714009842,,106.89663336124164,-122.20937457833338,47.758637543036414,False,-1,Before_Sign_Face
1737,1199338.65555605,878612.2810649505,160.3048058821761,Sign Face,RIGHT TURNS PERMITTED,R3-7,1.614759734372298,1.97032967120409,,-0.3209927659218443,-122.29211794242012,47.72874079358313,False,-1,Before_Sign_Face
1753,1199401.334210835,880932.213102304,161.200144077341,Sign Face,KEEP RIGHT,R4-7,1.061337776631117,1.695876252849897,,11.99446673262404,-122.2920774850791,47.73510213439598,False,-1,Before_Sign_Face
