OBJECTID,ACTUAL_TEXT,AGREEMENT_CONTACT_INFO,CC_LATITUDE,CC_LONGITUDE,CC_OWNER_ID_SECTION,CC_SIGN_AGE,CC_SIGN_BACKGRD_COLOR_ID,CC_SIGN_BCK_STAMP,CC_SIGN_BORDER_COLOR_ID,CC_SIGN_COMP_CLASS_ID,CC_SIGN_DESCRIPTON,CC_SIGN_DIMENSIONS,CC_SIGN_DIR_ID,CC_SIGN_DIST_ED_OF_PAVE,CC_SIGN_FACI_ID,CC_SIGN_FAC_TYP_SIGN_ID,CC_SIGN_FUNC_LOC_ID,CC_SIGN_GROUND_MOUND_TYP_ID,CC_SIGN_INSPECTION_CMT_ID,CC_SIGN_INSPECTION_COND_ID,CC_SIGN_INSP_DATE,CC_SIGN_INT_LOC_ID,CC_SIGN_ITS_TYP_ID,CC_SIGN_LEGEND_COLOR_ID,CC_SIGN_MATERIAL_ID,CC_SIGN_MIN_LOC_ID,CC_SIGN_MM,CC_SIGN_MSR_ID,CC_SIGN_NOMENCLATURE_ID,CC_SIGN_NO_POST_GRD_MNT_ID,CC_SIGN_PENNDOT_MAT_NUM_ID,CC_SIGN_POST_MSR_ID,CC_SIGN_PTC_MAT_NUM_ID,CC_SIGN_PTC_PENNDOT_NUM_ID,CC_SIGN_RECON_COMM,CC_SIGN_RECON_PROJ,CC_SIGN_REFLECTIVITY_ID,CC_SIGN_SAP_EQIP_NBR,CC_SIGN_SHEETING_ID,CC_SIGN_SIZE,CC_SIGN_STATION,CC_SIGN_STR_MOUNT_TYPE_ID,CC_SIGN_TMP_OBJECTID,CC_SIGN_TMP_PHOTOB,CC_SIGN_TMP_PHOTOF,CC_SIGN_TP_LANE,COMMENT_ID,COMMENT_STR,DATE_UPDATE,EASTING,FABRICATION_AGREEMENT,INSTALL_AGREEMENT,INTERFACE_TRIGGER_DATE,IS_BREAKAWAY,JURISDICTION,LAT,LOAD_DATE,LOC_IDENT,NORTHING,NOTES,ORIGIN,ORIG_KEY,OWNER_ID,OWNER_NET,PERIODIC_MAINT_ID,POSITION_NAME,QA_DATA_FLAG,QA_PHOTO_FLAG,READABLE_TRAVEL_DIR,REPLACED,RETIRED,SIGN_CLASS_CODE_ID,SIGN_CURRENT_CONDITION,SIGN_NAME,SIGN_STATUS_ID,SIGN_SUPPORT_H_ID,SIGN_SUPPORT_ID,SIZE_HEIGHT,SIZE_UNIT_ID,SIZE_WIDTH,SUP_EXT_CD,SYMBOL,TRAVEL_DIRECTION,USER_UPDATE,VARIABLE_SIGN_HEIGHT,VARIABLE_SIGN_WIDTH
2867,,,40.17877,-79.51875,1527,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",4,1.14719998836517,,3,1017,9,11,2,2017/10/13 00:00:00+00,5,4,8,3,3,81,3103,5057,1,,3103,,1467,,,3,1015271,1,18 X 60,,8,,,Images/TEBMain/117368443520492742-STO.jpg,0,73709,"81",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38224132,,,,,1520,,,,,,,,,100327,,WB/Median/N/A/081.00/EnhancedReferenceLocationWithDecimalSign#117032,1185,,,60,,18,,,,LRS_POST,,
2894,,,40.234075,-79.620877,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,5.33260011672974,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.2,3049,5054,2,,3049,,1464,,,3,1013146,1,12 X 48,,8,,,Images/TEBMain/4283218363318256054-STO.jpg,0,73480,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197096,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.20/Double-DigitIntermediateReferenceLocationSign#116978,1185,,,48,,12,,,,LRS_POST,,
2895,,,40.23343,-79.620174,1530,,4,0,8,5,Overhead Roadway Identification Sign,"15.75",1,280.015594482422,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,8,3,5,74.24,3051,5151,1,,3051,,4044,,,1,1013148,1,126 X 18,,1,,,Images/TEBMain/2103253409168330223-STO.jpg,0,73481,Glenn Fox Road,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197097,,,,,1520,,,,,,,,,100329,,EB/Overhead/N/A/074.24/OverheadRoadwayIdentificationSign#116980,1185,,,18,,126,,,,LRS_POST,,
2900,,,40.232875,-79.619842,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.45690011978149,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.3,3057,5054,2,,3057,,1464,,,3,1013149,1,12 X 48,,8,,,Images/TEBMain/5598214526115274497-STO.jpg,0,73486,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197102,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.30/Double-DigitIntermediateReferenceLocationSign#116986,1185,,,48,,12,,,,LRS_POST,,
2901,,,40.229938,-79.615661,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,12.2143001556396,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.6,3060,5054,2,,3060,,1464,,,3,1013152,1,12 X 48,,8,,,Images/TEBMain/1108292401583491959-STO.jpg,0,73488,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197104,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.60/Double-DigitIntermediateReferenceLocationSign#116989,1185,,,48,,12,,,,LRS_POST,,
2902,,,40.229026,-79.614271,1530,,9,0,1,1,Advisory Exit Speed Sign (20 MPH),"20",1,17.0613994598389,,3,1014,9,11,2,2017/10/13 00:00:00+00,5,4,1,3,5,74.67,3061,6148,1,,3061,,3363,,,1,1013153,1,48 X 60,,8,,,Images/TEBMain/9209375443271778092-STO.jpg,0,73489,,2023/04/28 00:00:00+00,,,,2023/04/28 00:00:00+00,,,,2017/10/30 00:00:00+00,38197105,,,2021/09/27 00:00:00+00,,1520,,,,,,,,,100345,,EB/Overhead/N/A/074.67/AdvisoryExitSpeedSign(20MPH)#116990,1185,,,60,,48,,,,EHALIN,,
2903,,,40.229027,-79.614208,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,5.48810005187988,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.7,3064,5054,2,,3064,,1464,,,3,1013156,1,12 X 48,,8,,,Images/TEBMain/7632326602457890713-STO.jpg,0,73490,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197106,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.70/Double-DigitIntermediateReferenceLocationSign#116993,1185,,,48,,12,,,,LRS_POST,,
2904,,,40.19477,-79.546583,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.63959980010986,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,79.1,3065,5054,2,,3065,,1464,,,3,1013157,1,12 X 48,,8,,,Images/TEBMain/5949902432715569706-STO.jpg,0,73491,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197107,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/079.10/Double-DigitIntermediateReferenceLocationSign#116994,1185,,,48,,12,,,,LRS_POST,,
2905,,,40.193499,-79.543075,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,3.32139992713928,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,79.3,3067,5054,2,,3067,,1464,,,3,1013159,1,12 X 48,,8,,,Images/TEBMain/8839328874664457821-STO.jpg,0,73492,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197108,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/079.30/Double-DigitIntermediateReferenceLocationSign#116996,1185,,,48,,12,,,,LRS_POST,,
2906,,,40.192967,-79.541282,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.86350011825562,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,79.4,3068,5054,2,,3068,,1464,,,3,1013160,1,12 X 48,,8,,,Images/TEBMain/3647666303443605082-STO.jpg,0,73493,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38197109,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/079.40/Double-DigitIntermediateReferenceLocationSign#116997,1185,,,48,,12,,,,LRS_POST,,
2915,,,40.126278,-79.40516,1527,,8,0,1,2,No Parking Symbol Sign,"9.0",1,4.0637001991272,,3,1016,6,11,2,2017/10/12 00:00:00+00,5,4,7,3,10,88.86,2756,6029,2,,2756,,2698,,,3,1015214,1,36 X 36,,8,,,Images/TEBMain/7098561852268159269-STO.jpg,0,73622,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38214413,,,,,1520,,,,,,,,,100336,,EB/WideArea/N/A/088.86/NoParkingSymbolSign#116690,1185,,,36,,36,,,,LRS_POST,,
2916,,,40.126278,-79.405159,1527,,8,0,7,2,No Parking Arrow Plaque (Right Arrow),"4.5",1,3.96700000762939,,3,1016,9,11,2,2017/10/12 00:00:00+00,5,4,7,3,10,88.86,2757,7015,1,,2737,,2693,,,1,1015215,1,36 X 18,,8,,,Images/TEBMain/9184212283654042885-STO.jpg,0,73623,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38214414,,,,,1520,,,,,,,,,100336,,EB/WideArea/N/A/088.86/NoParkingArrowPlaque(RightArrow)#116691,1185,,,18,,36,,,,LRS_POST,,
2917,,,40.126199,-79.404788,1527,,4,0,8,5,Overhead Roadway Identification Sign,"15",1,103.780097961426,,3,1016,3,11,2,2017/10/12 00:00:00+00,5,4,8,3,5,88.88,2758,5151,1,,2758,,4046,,,3,1015216,1,120 X 18,,1,,,Images/TEBMain/1864126647356263429-STO.jpg,0,73624,Clay Pike Road,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38214415,,,,,1520,,,,,,,,,100329,,EB/Overhead/N/A/088.88/OverheadRoadwayIdentificationSign#116692,1185,,,18,,120,,,,LRS_POST,,
2918,,,40.343824,-79.691135,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,3.77329993247986,,3,1014,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,64.9,2761,5054,2,,2761,,1464,,,3,1012901,1,12 X 48,,8,,,Images/TEBMain/1908888342580278664-STO.jpg,0,73625,,2023/08/01 00:00:00+00,,,,2023/08/01 00:00:00+00,,,,2017/10/30 00:00:00+00,38214416,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/064.90/Double-DigitIntermediateReferenceLocationSign#116695,1185,,,48,,12,,,,EHALIN,,
2919,,,40.237218,-79.623264,1530,,17,0,14,3,Exit 75 - New Stanton - 1 Mile,"348.5",1,17.5797996520996,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,14,1,5,73.93,3006,7002,1,,3006,,,,,1,1013108,1,204 X 246,,10,,,Images/TEBMain/6549710241566321591-STO.jpg,0,73626,Exit 75 New Stanton Greensburg Wheeling WV 1 Mile,2022/11/18 00:00:00+00,,,,2022/11/18 00:00:00+00,,,,2017/10/30 00:00:00+00,38198323,,,,,1520,,,,,,,,,100331,,EB/Overhead/N/A/073.93/Exit75-NewStanton-1Mile#116935,1201,,,246,,204,,,,EHALIN,,
2920,,,40.235614,-79.622133,1530,,2,0,8,5,Attraction - Exit 75,"141.75",1,15.2613000869751,,3,1014,4,11,2,2017/10/13 00:00:00+00,5,4,8,1,8,74.05,3010,7002,3,,3010,,,,,1,1013112,1,162 X 126,,8,,,Images/TEBMain/1517557877216684126-STO.jpg,0,142241,,2023/08/07 00:00:00+00,,,,2023/08/07 00:00:00+00,,,,2017/10/30 00:00:00+00,38198324,,,,,1520,,,,,,,,,100343,,EB/Shoulder/N/A/074.05/Attraction-Exit75#116939,1185,,,126,,162,,,,EHALIN,,
2921,,,40.234119,-79.620948,1530,,2,0,8,5,Lodging - Exit 75,"218.5",1,14.2562999725342,,3,1014,4,11,2,2017/10/13 00:00:00+00,5,4,8,1,8,74.17,3050,7002,3,,3050,,,,,1,1013147,1,228 X 138,,8,,,Images/TEBMain/2563213784633257716-STO.jpg,0,73628,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38198325,,,,,1520,,,,,,,,,100343,,EB/Shoulder/N/A/074.17/Lodging-Exit75#116979,1185,,,138,,228,,,,LRS_POST,,
2922,,,40.229139,-79.614151,1530,,4,0,8,3,East Route 70/76 - Breezewood / Harrisburg,"198.3402778",1,35.9505004882812,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,8,1,5,74.67,3062,7002,1,,3062,,,,,3,1013154,1,169 X 169,,10,,,Images/TEBMain/5827704007135268505-STO.jpg,0,73629,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38198326,,,,,1520,,,,,,,,,100331,,EB/Overhead/N/A/074.67/EastRoute70/76-Breezewood/Harrisburg#116991,1185,,,169,,169,,,,LRS_POST,,
2923,,,40.324305,-79.683369,1530,,2,0,8,5,Info at 1640 AM Sign,"12.0",1,4.40590000152588,,3,1014,5,6,3,2017/10/13 00:00:00+00,5,4,8,3,8,66.37,2846,6353,3,,2846,,1226,,,1,1012973,1,48 X 36,,8,,,Images/TEBMain/3496833511470395647-STO.jpg,0,73631,,2020/10/19 00:00:00+00,,,,2020/10/19 00:00:00+00,,,,2017/10/30 00:00:00+00,38213249,,,,,1520,,,,,,,,,100329,,EB/Shoulder/N/A/066.37/Infoat1640AMSign#116775,1201,,,36,,48,,,,EHALIN,,
2934,,,40.141271,-79.416208,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,3.91589999198914,,3,1016,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,87.6,2561,5054,2,,2561,,1464,,,3,1015191,1,12 X 48,,8,,,Images/TEBMain/4493609385076970294-STO.jpg,0,72925,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38200924,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/087.60/Double-DigitIntermediateReferenceLocationSign#116495,1185,,,48,,12,,,,LRS_POST,,
2935,,,40.140493,-79.414591,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.23210000991821,,3,1016,5,11,2,2017/10/12 00:00:00+00,5,4,8,3,8,87.7,2562,5054,2,,2562,,1464,,,3,1015192,1,12 X 48,,8,,,Images/TEBMain/8664762195632147949-STO.jpg,0,72926,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38200925,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/087.70/Double-DigitIntermediateReferenceLocationSign#116496,1185,,,48,,12,,,,LRS_POST,,
2936,,,40.140291,-79.413966,1527,,4,0,8,5,Overhead Roadway Identification Sign,"12.0",1,717.885314941406,,3,1016,3,11,2,2017/10/12 00:00:00+00,5,4,8,3,5,87.73,2563,5151,1,,2563,,4039,,,2,1015193,1,96 X 18,,1,,,Images/TEBMain/1664200494146302837-STO.jpg,0,72927,Keyser Road,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38200926,,,,,1520,,,,,,,,,100329,,EB/Overhead/N/A/087.73/OverheadRoadwayIdentificationSign#116497,1185,,,18,,96,,,,LRS_POST,,
2956,,,40.228096,-79.612759,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,5.32140016555786,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.8,3083,5054,2,,3083,,1464,,,3,1013166,1,12 X 48,,8,,,Images/TEBMain/3720880025982245158-STO.jpg,0,73633,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195848,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.80/Double-DigitIntermediateReferenceLocationSign#117012,1185,,,48,,12,,,,LRS_POST,,
2957,,,40.227178,-79.611333,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,495.343902587891,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,74.9,3084,5054,2,,3084,,1464,,,3,1013167,1,12 X 48,,8,,,Images/TEBMain/787589294078290308-STO.jpg,0,73634,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195849,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/074.90/Double-DigitIntermediateReferenceLocationSign#117013,1185,,,48,,12,,,,LRS_POST,,
2958,,,40.226375,-79.609762,1530,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",1,1.13689994812012,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,3,75,3087,5057,2,,3087,,1467,,,3,1013170,1,18 X 60,,8,,,Images/TEBMain/7219157032251493042-STO.jpg,0,73635,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195850,,,,,1520,,,,,,,,,100327,,EB/Median/N/A/075.00/EnhancedReferenceLocationWithDecimalSign#117016,1185,,,60,,18,,,,LRS_POST,,
2959,,,40.226375,-79.609762,1530,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",4,1.15620005130768,,3,1015,9,11,2,2017/10/13 00:00:00+00,5,4,8,3,3,75,3088,5057,1,,3088,,1467,,,3,1013171,1,18 X 60,,8,,,Images/TEBMain/343850890431722192-STO.jpg,0,102634,"75",2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195851,,,,,1520,,,,,,,,,100327,,WB/Median/N/A/075.00/EnhancedReferenceLocationWithDecimalSign#117017,1185,,,60,,18,,,,LRS_POST,,
2960,,,40.226048,-79.60937,1530,,4,0,8,5,Overhead Roadway Identification Sign,"16.5",1,133.927001953125,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,8,3,5,75,3090,5151,1,,3090,,4043,,,1,1013173,1,132 X 18,,1,,,Images/TEBMain/2769218304105920571-STO.jpg,0,73637,North Center Ave,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195852,,,,,1520,,,,,,,,,100329,,EB/Overhead/N/A/075.00/OverheadRoadwayIdentificationSign#117019,1185,,,18,,132,,,,LRS_POST,,
2961,,,40.225139,-79.608164,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,7.3899998664856,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,75.1,3091,5054,2,,3091,,1464,,,3,1013174,1,12 X 48,,8,,,Images/TEBMain/8964346774510967604-STO.jpg,0,73638,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195853,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/075.10/Double-DigitIntermediateReferenceLocationSign#117020,1185,,,48,,12,,,,LRS_POST,,
2962,,,40.224863,-79.607722,1530,,9,0,1,1,Merge Right Sign,"16",1,5.31330013275146,,3,1014,6,11,2,2017/10/13 00:00:00+00,5,4,1,3,8,75.12,3092,6261,3,,3092,,3083,,,3,1013175,1,48 X 48,,8,,,Images/TEBMain/7171257180427792345-STO.jpg,0,73639,,2024/02/28 00:00:00+00,,,,2023/07/27 00:00:00+00,,,,2017/10/30 00:00:00+00,38195854,,,,,1520,,,,,,,,,100345,,EB/Shoulder/N/A/075.12/MergeRightSign#117021,1185,,,48,,48,,,,LRS_POST,,
2963,,,40.183585,-79.530155,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,6.40070009231567,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,80.3,3093,5054,2,,3093,,1464,,,3,1015261,1,12 X 48,,8,,,Images/TEBMain/3315944327647924560-STO.jpg,0,73640,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195855,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/080.30/Double-DigitIntermediateReferenceLocationSign#117022,1185,,,48,,12,,,,LRS_POST,,
2965,,,40.182054,-79.526906,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,5.38079977035522,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,80.5,3095,5054,2,,3095,,1464,,,3,1015263,1,12 X 48,,8,,,Images/TEBMain/7886629055202207770-STO.jpg,0,73642,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195857,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/080.50/Double-DigitIntermediateReferenceLocationSign#117024,1185,,,48,,12,,,,LRS_POST,,
2966,,,40.180716,-79.523735,1527,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,5.19829988479614,,3,1016,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,80.7,3097,5054,2,,3097,,1464,,,3,1015265,1,12 X 48,,8,,,Images/TEBMain/7448079020090482264-STO.jpg,0,73643,Hecla Road,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38195858,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/080.70/Double-DigitIntermediateReferenceLocationSign#117026,1185,,,48,,12,,,,LRS_POST,,
3002,,,40.288735,-79.669792,1530,,4,0,8,3,Enhanced Reference Location With Decimal Sign,"7.5",1,265.480102539062,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69,2885,5057,2,,2885,,1467,,,3,1012995,1,18 X 60,,8,,,Images/TEBMain/2895746955184416908-STO.jpg,0,72935,,2022/10/26 00:00:00+00,,,,2022/10/26 00:00:00+00,,,,2017/10/30 00:00:00+00,38213209,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.00/EnhancedReferenceLocationWithDecimalSign#116814,1201,,,60,,18,,,,EHALIN,,
3003,,,40.287645,-79.669715,1530,,8,0,1,2,Slower Traffic Keep Right Sign,"20",1,119.856597900391,,3,1014,6,11,2,2017/10/13 00:00:00+00,5,4,1,3,8,69.08,2887,7009,3,,2887,,4015,,,1,1012997,1,48 X 60,,8,,,Images/TEBMain/7772280047848321170-STO.jpg,0,72936, ,2022/11/18 00:00:00+00,,,,2022/11/18 00:00:00+00,,,,2017/10/30 00:00:00+00,38213210,,,,,1520,,,,,,,,,100336,,EB/Shoulder/N/A/069.08/SlowerTrafficKeepRightSign#116816,1201,,,60,,48,,,,EHALIN,,
3004,,,40.286163,-79.669458,1530,,4,0,8,5,Double-Digit Intermediate Reference Location Sign,"13.5",1,401.781707763672,,3,1014,3,11,2,2017/10/13 00:00:00+00,5,4,8,3,5,69.18,2888,5151,1,,2888,,4042,,,3,1012998,1,108 X 18,,1,,,Images/TEBMain/1051679643479741790-STO.jpg,0,72937,Eisaman Road,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213211,,,,,1520,,,,,,,,,100329,,EB/Overhead/N/A/069.18/Double-DigitIntermediateReferenceLocationSign#116817,1185,,,18,,108,,,,LRS_POST,,
3005,,,40.285841,-79.669541,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,96.3758010864258,,3,1014,7,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.2,2889,5054,1,,2889,,1464,,,3,1012999,1,12 X 48,,9,,,Images/TEBMain/1799650490930648560-STO.jpg,0,72938,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213212,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.20/Double-DigitIntermediateReferenceLocationSign#116818,1185,,,48,,12,,,,LRS_POST,,
3006,,,40.284392,-79.669422,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,518.145080566406,,3,1014,7,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.3,2890,5054,1,,2890,,1464,,,3,1013000,1,12 X 48,,9,,,Images/TEBMain/7154809238250177011-STO.jpg,0,72939,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213213,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.30/Double-DigitIntermediateReferenceLocationSign#116819,1185,,,48,,12,,,,LRS_POST,,
3007,,,40.282945,-79.669307,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,1.75699996948242,,3,1014,7,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.4,2891,5054,1,,2891,,1464,,,3,1013001,1,12 X 48,,9,,,Images/TEBMain/7308038561486034332-STO.jpg,0,72940,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213214,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.40/Double-DigitIntermediateReferenceLocationSign#116820,1185,,,48,,12,,,,LRS_POST,,
3008,,,40.280045,-79.669072,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,501.508514404297,,3,1014,7,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.6,2893,5054,1,,2893,,1464,,,3,1013003,1,12 X 48,,9,,,Images/TEBMain/7219394040602442015-STO.jpg,0,72941,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213215,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.60/Double-DigitIntermediateReferenceLocationSign#116822,1185,,,48,,12,,,,LRS_POST,,
3009,,,40.277157,-79.668845,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,516.42041015625,,3,1014,5,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.8,2895,5054,2,,2895,,1464,,,3,1013005,1,12 X 48,,8,,,Images/TEBMain/3932123491016137126-STO.jpg,0,72943,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213216,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.80/Double-DigitIntermediateReferenceLocationSign#116824,1185,,,48,,12,,,,LRS_POST,,
3010,,,40.275711,-79.668722,1530,,4,0,8,3,Double-Digit Intermediate Reference Location Sign,"4",1,511.589508056641,,3,1014,7,11,2,2017/10/13 00:00:00+00,5,4,8,3,8,69.9,2896,5054,1,,2896,,1464,,,3,1013006,1,12 X 48,,9,,,Images/TEBMain/2848234746634027184-STO.jpg,0,72944,,2021/11/02 00:00:00+00,,,,2022/08/10 00:00:00+00,,,,2017/10/30 00:00:00+00,38213217,,,,,1520,,,,,,,,,100327,,EB/Shoulder/N/A/069.90/Double-DigitIntermediateReferenceLocationSign#116825,1185,,,48,,12,,,,LRS_POST,,
