OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude
491,1450289.536,329898.0041,983.1679321,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3cf4a7d6-42ef-4700-b2fa-8e8ad09ca45d,,OM3,8.700708043,3.822445264,,-73.15333626,-79.60594979,40.22398659
492,1450298.091,329897.1262,983.8804581,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-edabcec0-195f-4c53-a179-6026f639f103,,OM3,22.93892212,4.870867749,,-44.79398327,-79.60591909,40.22398467
493,1450293.368,329898.3726,983.6044688,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3d783971-58cc-48af-b571-52d3f55ea11e,,OM3,13.91140528,4.237712028,,-60.26632553,-79.6059361,40.22398782
494,1427766.756,374568.9113,1045.026278,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-47ce8d06-d234-4c2b-b8d2-75897059947a,"SAFETY PATROL
Dial *11 For Assistance
Sponsored By
GEICO",D12-5,9.84092619,8.413097434,,26.72577253,-79.69010302,40.34525385
495,1504540.448,296373.8081,1785.994131,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f3d84572-19ba-476c-90fa-9c7f5ab138fa,LEFT LANE CLOSED 1/2 MILE,W20-5a,14.87774639,5.259549486,,109.9069898,-79.40944495,40.13494172
496,1440282.828,341892.1381,1115.962935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-84a26192-f20d-4260-b661-fdcaa3d8ff95,"MILE
72",D10-1,0.416186595,3.159622407,,-21.41419501,-79.64269805,40.25632099
497,1483035.543,307846.9578,1217.699807,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a522c05c-3955-4829-a6c6-fe053cfd3d6f,,W1-8L,2.690889719,3.860942592,,148.1725551,-79.48714929,40.16529563
498,1455549.359,325662.7046,999.8345214,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-edd15d2a-a048-4fa2-b51a-c8f77fd9284a,60 M.P.H.,W13-1P,2.559373155,2.610663162,,-82.69382989,-79.58680196,40.21266475
499,1455548.997,325662.2432,1002.782846,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-91b2efc1-d3a2-4592-bbd2-2a2e306a98e3,,W1-2,2.582102856,1.530713638,,-79.46075842,-79.58680322,40.21266346
500,1452496.467,327282.1579,1027.479707,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e532a462-e0d8-42b2-9f2f-9e636687de12,,D3-1,1.187867155,0.516176365,,54.76783077,-79.59785207,40.21693449
501,1504538.412,296376.0361,1784.936819,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7b0a1a9b-0226-4282-b947-aae094a93971,"LEFT LANE
CLOSED
1/2 MILE",W20-5a,11.42554457,5.497609336,,-37.30624857,-79.40945238,40.13494773
502,1498771.149,302845.466,1632.098578,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e483b2a9-22f4-4fbc-8e5e-0cfeca98bd49,55 M.P.H.,W13-1P,2.578962863,2.567653256,,146.3865197,-79.43051549,40.15240442
503,1498770.763,302845.3899,1635.980475,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8d80f012-d79b-492d-a466-8212a0172928,,W1-5,4.160192509,4.472934013,,-32.43195022,-79.43051686,40.15240419
504,1501857.729,299320.3227,1765.79738,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4e4d9017-8591-45f1-8a13-e8059a9bb552,"MILE
87
.4",D10-1,0.484228349,3.765448632,,-145.9021253,-79.41923714,40.14288998
505,1483161.955,307486.3321,1221.831636,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-786bcc7e-681a-432d-9e70-adffdbb9adc5,"EAST
76
MILE
83
0",D10-1,1.481124941,4.937665884,,150.6220129,-79.4866717,40.16431269
506,1504542.272,296379.2955,1787.842991,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4a68a1e5-b34c-4ae0-839f-de71b7b9560d,LEFT LANE CLOSED 1/2 MILE,W9-3,4.616605169,2.454955921,,179.2326736,-79.4094388,40.13495688
507,1444015.039,335908.7599,1057.605042,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ad14476-0255-4258-a16b-82cec2250cd9,"Washington
PA
EXIT 75",D1-1,12.10828312,7.151041222,,-76.31145823,-79.62887284,40.24011869
508,1452172.318,327514.6998,1011.144425,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7205e87b-21b2-4791-823a-447706cd2fc4,"MILE
7
5
.8",D10-1,0.862313025,3.028631489,,-60.95329536,-79.59902996,40.21755408
509,1452172.382,327514.7318,1011.505069,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-898077d3-4a9f-4480-82ac-70956710a9e6,"MILE
75.8",D10-1,0.864578114,3.031553636,,118.3657873,-79.59902974,40.21755417
510,1432299.593,359449.6394,1157.940641,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-273de6d5-e1a1-405a-81d1-20469ab38aaa,"IRWIN
30
Irwin
McKeesport
EXIT ONLY",E1-1,15.30581952,17.85674929,,-11.22421432,-79.67266393,40.3040328
511,1432302.111,359450.1841,1160.134288,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f4026676-9552-4b8d-8d37-338b825f6d94,Irwin McKeesport,E1-1,11.15433616,17.83172008,,168.686857,-79.67265495,40.30403444
512,1441470.509,337895.9133,1038.952962,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a41bf327-bc39-441f-9e29-990d29a072af,NO TRUCKS BUSES TRAILERS LEFT LANE,R14-1,4.255533937,5.034131741,,152.9933458,-79.63813757,40.24542337
513,1504538.686,296372.8518,1784.87636,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-31d503ba-05b2-4931-8dde-493bfa03b8f5,LEFT LANE CLOSED 1/2 MILE,W20-5a,12.11671615,5.3033154,,-62.60329624,-79.40945119,40.13493901
514,1504531.797,296381.2587,1791.223895,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3eabe7b0-8949-44bf-b43a-f5ce5d535499,"MILE
88
.2",D10-1,0.96552448,3.76260412,,174.3825907,-79.40947639,40.13496172
515,1504531.915,296381.3474,1789.926512,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d223b813-a9ad-48d0-a691-ff11f66e26d5,MILE 88.2,D10-1,1.302610756,3.993034668,,179.2473571,-79.40947597,40.13496197
516,1444183.226,335877.1563,1056.749741,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d28a24c4-193c-4699-a320-e0798ddf9008,"MILE
73
.6",D10-1,0.597529796,3.950251212,,-149.505778,-79.62826812,40.24004178
517,1484866.631,305518.3134,1286.133286,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-07736292-dc8e-4c8a-9010-7e9bb221ee80,"MILE
83",D10-1,0.734181286,2.433898393,,129.1842895,-79.48043549,40.15900319
518,1430264.265,379083.6711,1125.551573,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0d9f7e5d-2ac8-41d8-a409-a8dce55244f5,"MILE
63
8",D10-1,0.578008482,3.667340131,,126.2316536,-79.68149928,40.35779431
519,1484097.285,306256.6515,1269.951042,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-141c5259-867d-4bfa-9aff-ef0518291c60,"MILE
83
.3",D10-1,0.62490818,3.754966997,,-114.3758026,-79.48323934,40.16098819
520,1456216.32,325484.194,987.6819314,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-dce71762-12fb-4502-90d4-43d20ee11211,,W1-2,2.436618925,2.420689186,,95.31607999,-79.58440108,40.21221288
521,1430709.029,362363.3782,1099.350062,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e7abc697-342e-4cc0-ac4b-5d101fde7fc0,"MILE
67
.3",D10-1,0.691181353,3.940743039,,89.57744355,-79.67859356,40.31193406
522,1505395.987,293433.0451,1800.771346,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fdc998c5-7889-43a3-829b-b8f982771a6e,80,M1-4,0.195864421,0.531960466,,119.4071439,-79.40618843,40.12691454
523,1505396.026,293432.9648,1802.809369,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-03efeba2-e55e-4b3a-981e-a2264c62a056,"MILE
8
8.8",D10-1,0.995906752,4.243731928,,-37.42353012,-79.40618828,40.12691432
524,1485017.772,305623.6982,1284.269645,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a417cc07-d0d6-4ccc-8380-fa7c52f84ae2,No Parking,R8-3,11.36831875,12.52797799,,-179.9999999,-79.47990223,40.15930055
525,1433746.786,346069.2797,997.7389952,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-85d24eb4-eb90-45fb-a53c-37ed221a4366,"MILE
70
0.5",D10-1,0.296930147,2.366505778,,109.9320406,-79.66643533,40.26739794
526,1432838.156,356161.6421,1111.558771,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0bca6e41-ff32-4acc-90df-c8a685b03d99,EXIT 67,E1-5P,8.594222446,2.848404847,,169.6264014,-79.67047705,40.29504137
527,1432834.779,356161.0013,1101.458905,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4e71045a-b2f1-44ea-96ef-63d2f47cb957,"IRWIN
30
Irwin
McKeesport
1 MILE
EXIT ONLY",E1-2a,15.20550871,19.75785832,,170.5763514,-79.67048911,40.29503941
528,1468644.402,318117.2926,1071.372017,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3f5e9e6a-f920-44ec-b70f-da570dd0a92e,MILE 79.5,D10-1,0.835714212,4.335166992,,40.34266704,-79.53937612,40.19269429
529,1493753.259,302243.5924,1462.816169,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f52e6561-c59e-48d8-909b-a8e9428dee8c,,W1-8R,3.299449579,3.824390625,,58.97231339,-79.44842182,40.15048901
530,1499615.354,301371.8191,1685.212449,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-50c839f9-166d-4056-b199-1d143fca8aa7,,W1-8R,3.116305287,3.987163779,,133.0468631,-79.42739584,40.1484039
531,1504467.238,296894.3182,1790.518349,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a3276836-1535-4ccc-a5dd-1397b185070a,MILE 88.1,D10-1,0.534215338,3.329767319,,111.7883426,-79.40974172,40.13636655
532,1494926.012,303435.9198,1514.308096,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-94b40262-cf29-46be-bf2b-739538dd4423,,W1-8L,2.661887855,3.957283686,,-117.876356,-79.44430912,40.1538233
533,1500766.192,300149.9362,1752.347752,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e97d6cc0-6328-48f0-8395-74944cb3a9bc,Freeman Falls Rd,D3-1,8.950957878,3.422422241,,-54.2049545,-79.42319698,40.14511024
534,1430993.943,381011.1864,1155.234264,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ec28086d-47e4-43aa-90c8-e7cf0ae08582,,R8-3,2.712302371,3.576073634,,-134.007683,-79.67903267,40.36312792
535,1430993.77,381011.6157,1152.117582,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c5ac75d7-f531-466b-b26a-0117da7218f6,,M6-1,2.881757568,1.818892132,,45.02431069,-79.67903333,40.36312909
536,1444646.336,335689.319,1068.080821,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-171715b7-d26c-4111-9fce-95c9b836c266,"MILE
7
3
.7",D10-1,1.114583411,3.98233636,,129.1759045,-79.62659531,40.23955329
537,1427737.242,374513.4511,1038.029777,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-839d6511-c436-4386-88d3-6e00dca5eec0,"MILE
64
.8",D10-1,1.111825039,3.941201415,,22.84009589,-79.69020451,40.34509987
538,1483646.262,306830.1974,1241.830572,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-988b7bf6-f31f-4551-a5d0-a56a04ee5615,1,M1-4,0.169097201,0.38439556,,40.65584567,-79.48489304,40.16253802
539,1484460.263,305818.396,1283.917813,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c7edd213-444c-45d8-bb08-79e507930b68,EMERGENCY STOPPING →,D1-1b,10.99330695,3.081892865,,47.58601552,-79.48191016,40.15980492
540,1484453.128,305824.6949,1284.352347,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b5c8a47f-5a11-44fa-b5e7-02eaa8d09086,EMERGENCY STOPPING,D8-2,11.05269715,2.92151191,,115.5110242,-79.48193612,40.15982182
541,1484450.776,305826.0438,1283.97228,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-66812493-6fdc-45a4-b543-40971ce22a8d,WRONG WAY,R5-1a,4.987806431,3.624099081,,-21.77802095,-79.48194463,40.1598254
542,1484444.112,305830.5741,1284.370419,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ddf851c-155d-41ae-b705-66394685198b,WRONG WAY,R5-1a,5.70393486,1.229711761,,36.72893331,-79.48196878,40.15983747
543,1484445.767,305828.9513,1284.612717,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-27b8f446-a928-4d5f-9ca0-890412c7828a,MILE 8,M1-6,4.882439006,1.005230813,,-139.534043,-79.48196275,40.15983311
544,1484456.731,305821.1842,1283.918664,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8805c699-d5a7-4b6e-b098-5c3f1b850b55,EMERGENCY STOPPING,D8-1a,6.005563874,2.413470155,,-122.7426656,-79.48192299,40.15981238
545,1484438.167,305836.777,1283.399375,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5c7cc1eb-ade5-41be-a4c4-3ea637046d90,MILE 804,D10-1,18.11667665,4.439757681,,75.94804912,-79.48199049,40.15985418
546,1484440.557,305835.3937,1283.409988,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a1a661e8-eb15-4349-9992-0f28f22cf135,"MILE
83.4",D10-1,21.12526905,4.377379042,,-113.1938131,-79.48198184,40.15985051
547,1484456.529,305831.4456,1280.183472,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0cf38709-7c72-48a0-8242-e9742bad6b3b,ONE WAY,R6-1,0.500658508,3.936086142,,23.86343732,-79.48192443,40.15984054
548,1484435.157,305840.4583,1282.843842,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6b9892d4-588d-4378-91bc-91eba18e25a3,"MILE
83
4",D10-1,12.70851243,3.763957737,,90.14718635,-79.48200151,40.15986412
549,1476234.036,312077.3233,1179.912703,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-406c4190-e03e-4568-a8e8-dc0c4ab4f0b4,"MILE
81.4",D10-1,1.013359849,3.861172171,,-65.16514265,-79.51178283,40.17653625
550,1448332.654,331413.9894,1023.454659,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3195a61b-0722-4595-9819-63b894d802a4,"74.8
EB",D10-1,1.015178687,1.122814917,,79.13625014,-79.61307073,40.22803406
551,1432001.191,360015.7433,1153.371374,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-248fb48a-4e3f-4636-8cd0-b20c989b5ac6,,,8.093157236,5.649029861,,-110.9183299,-79.67377779,40.30556858
552,1427209.758,373490.9717,1025.88775,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2645ef06-c6e4-4b30-9349-7b2686abf3f5,GAS FOOD LODGING,D9-18bP,2.201458539,2.740270739,,-162.6764649,-79.6920158,40.34226198
553,1456058.728,325622.2997,998.1482984,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bfa69a91-a7df-43dc-9eb2-29e731461ac1,66,M1-5,9.658362691,2.153763772,,-151.5584876,-79.5849755,40.21258292
554,1431815.99,360535.2492,1165.284219,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a12ff7ac-720f-4309-a4d6-6b246bfed758,WENDEL ROAD,D3-1,8.748436249,1.494132925,,147.1788499,-79.67448226,40.30698323
555,1479309.473,309969.0018,1175.553644,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ac324e88-6fd9-4712-a690-93403ba4ce00,B 2 1,D10-1,1.815390367,1.637814444,,-141.3062421,-79.50062941,40.17091773
556,1446446.578,333377.1388,1054.480501,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3b8be36e-5205-4a24-b473-704a6da8caea,,OM3,0.609830073,0.868193887,,134.4471141,-79.61997289,40.23331243
557,1443099.942,336146.4858,1044.786784,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-32b88420-de14-4aba-9533-1c21954b3839,MILE 73.4,D10-1,0.937994346,3.622723171,,-60.32056524,-79.63216817,40.24071763
558,1440187.562,342754.9171,1132.524846,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-02b61c9e-d44b-4bfb-a486-df7681e9d195,Push Button Wait For Walk Signal,R10-3e,0.093977795,0.312883549,,-31.1127629,-79.64310556,40.25868323
559,1497961.146,303804.879,1604.819042,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8777766d-07be-4d90-a1d2-bfd09f3df7f9,,W1-8L,2.466698091,3.856338103,,-59.78539076,-79.4334781,40.15499527
560,1427851.609,374718.3494,1039.206223,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c7263031-46ca-45f1-a7c6-3362a848150c,"EMERGENCY
PULL-OFF
1500 FT",W12-2,3.894435329,2.994679985,,-150.6892867,-79.68981045,40.34566908
561,1458566.057,324396.053,1018.231788,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-698e7eee-52a4-4259-912d-30af5aa1fd42,"Cincinnati
Indianapolis",D1-1,0.366161082,0.145227671,,124.599424,-79.57590892,40.20936015
562,1450278.463,329899.9874,984.0890645,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0951e7a4-bc36-4250-8600-7cbe826d1be2,,OM3,8.738610107,3.875918815,,72.97001623,-79.60598958,40.22399139
563,1432473.964,358594.7901,1136.828387,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b33d0b05-8281-4c58-9a00-e6a8ef75751a,"FUEL - EXIT 67
DIRECTIONS AT EXIT
FOOD - EXIT 67
DIRECTIONS AT EXIT",D9-18,13.19261538,19.37098427,,166.9821716,-79.67197218,40.30169717
564,1498348.634,303470.741,1614.984626,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8fe1b3af-4aca-40bf-97eb-4561d610a5c2,,W1-8L,2.90473699,3.88076227,,145.5141319,-79.43206933,40.15409847
565,1435001.276,345142.2488,1022.037567,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5ce4f963-2986-481a-ad9b-0592e1ab6570,MILE 70.8,D10-1,19.14844037,4.395934275,,-139.9794539,-79.66186901,40.26492842
566,1435001.558,345142.9313,1021.857446,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-aa15a5df-5d7f-4068-a2c2-f8e095756de2,"MILE
70
0.8",D10-1,22.12332415,4.279789538,,-141.3815927,-79.66186805,40.26493031
567,1434997.027,345143.6393,1021.876269,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ca6a1fd-86e3-4d21-9d87-323676c0db5c,"MILE
70.8",D10-1,8.535848339,5.629984182,,33.00039054,-79.66188434,40.26493198
568,1434998.719,345143.335,1021.74721,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0f13a516-100c-4243-813a-96adcde3092b,"MILE
70.8",D10-1,11.3388677,4.948949287,,25.1724468,-79.66187825,40.26493124
569,1434995.086,345144.1456,1021.897244,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-be866ed5-ba70-4ef0-ad75-62f9abc1ec2d,MILE 70.8,D10-1,6.524086483,5.684954886,,37.10786751,-79.66189133,40.26493325
570,1450277.323,329899.2344,983.8254404,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fb5223d8-a5b9-4f03-94b4-385593c02579,,OM3,9.53104367,3.084689467,,64.17682961,-79.60599361,40.22398926
571,1438504.251,343927.1038,1104.951398,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-21d6f87d-738b-4789-958d-21f4de002fd7,"MILE
71
.5",D10-1,17.70866725,3.910927479,,-120.1298105,-79.64922584,40.26180101
572,1438506.481,343917.2068,1102.766062,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0de0b807-298e-4519-af77-13c99f12918e,15,R2-1,14.70576935,2.015969764,,75.3265286,-79.64921709,40.26177398
573,1432985.684,353000.8795,1071.734763,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-935b0cdc-898e-4f64-8461-71c50ea37689,25,R2-1,0.986000335,0.240147181,,115.4865735,-79.669702,40.28637575
574,1453278.949,326488.9748,1048.48478,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37680a22-4c65-4078-94fd-46e8a5396fcf,60 M.P.H,R2-1,2.982694547,1.457457564,,63.10723546,-79.59499141,40.21480253
575,1453642.231,325937.4392,1047.049416,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-83d88790-da17-421b-b273-a31e53435785,EMERGENCY CELLULAR *77,D12-3,0.539506951,4.515098349,,-117.3681159,-79.59364966,40.21330967
576,1453641.33,325936.5997,1046.816629,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b4b31ace-397e-474b-b9a9-186f5dad1114,"EMERGENCY
CELLULAR
*11",D12-3,3.575782652,5.390000483,,-49.16803701,-79.59365282,40.21330732
577,1504079.805,297889.8869,1790.599677,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bd06df3a-2d14-4f2b-a5d8-72e098b5977f,"MILE
87.9",D10-1,0.499412299,3.018272465,,-122.6589128,-79.41119413,40.139079
578,1450281.366,329899.1704,984.2664326,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-39785b41-c448-4ffc-9ec8-89a3eec5c87e,,OM3,10.35596092,3.401211009,,-106.4911965,-79.60597913,40.22398932
579,1498170.122,303589.4462,1609.705224,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-134ce07a-3865-4f68-bdbe-db511d648f60,,W1-8R,3.048861046,4.015831444,,134.3313363,-79.43271593,40.15441493
580,1494784.001,303268.9602,1506.951001,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-25649695-684a-4bfb-88a4-51a6592118ff,,W1-8R,2.883492123,3.880002742,,-133.6172586,-79.44480561,40.15335758
581,1431993.348,360079.098,1145.007742,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-afbb7f4c-a73c-439f-880c-f3e289353ca0,"MILE
67
8",D10-1,0.843529973,3.457674955,,157.0007768,-79.67381085,40.30574198
582,1431304.276,361443.1493,1124.94663,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d4e21688-05c3-43bc-b5fe-319f78d15232,,OM3,1.391251759,1.879855946,,148.7245695,-79.67638763,40.30944425
583,1431306.167,361444.4181,1129.564106,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92940a1d-21ff-4b3a-a172-5354a8724845,EXIT 67,E1-5,6.951481828,5.088984722,,141.7372815,-79.67638095,40.30944785
584,1431307.532,361445.9624,1125.072935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ec3d1c6b-27e3-46d2-9483-0b40c749f88d,,W16-7P,0.58681115,2.054309866,,52.17219208,-79.67637618,40.30945217
585,1498476.686,303291.2284,1618.094499,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-811fffd1-234c-4d15-8498-3bc0e300d52f,,W1-8L,2.288706619,4.247975427,,148.8690797,-79.43159907,40.15361247
586,1473364.493,313524.3886,1121.005885,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-48351236-b64f-42d3-bef9-1316afec3834,,R2-1,0.252584932,0.323117346,,-177.8878162,-79.52215388,40.18035018
